structure_id,property_flood_zone,property_height,BFE,area,building_type,house_value,mortgage,income,race,education,ownership,flood_elevation_list,SVI,geometry,500yrDepth,SLOSH_depths,x,y,index_right,GEOID
480974385,AE,11.118202584028245,0.0,1919.0,residential,137498.928,Housing Units without a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[0, 2, 7, 16, 21]",0.4627,POINT (3234499.3312457297 13740452.654212018),0.6,"[0, 2, 7, 16, 21]",3234499.3312457297,13740452.654212018,2359,48167721103
481089502,AE,7.534807989482879,1.1,2184.0,residential,158136.472,Housing Units with a Mortgage,"Households with Income $150,000 - $199,999",Minority Population,11.0,Renter-Occupied Housing Units,"[0, 3, 9, 15, 19]",0.8895,POINT (3298862.507948706 13676257.166738763),1.4,"[0, 3, 9, 15, 19]",3298862.507948706,13676257.166738763,854,48167725200
481157612,AE,8.148239144926071,0.4,4340.0,residential,252301.69,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,12.0,Renter-Occupied Housing Units,"[3, 6, 12, 17, 21]",0.3878,POINT (3311909.91853039 13682479.29513714),0.9,"[3, 6, 12, 17, 21]",3311909.91853039,13682479.29513714,843,48167724300
480955174,AE,9.982428219356535,1.0,1456.0,residential,186939.287,Housing Units without a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[99, 99, 99, 99, 99]",0.1493,POINT (3258325.2713210545 13698997.285477346),2.2,"[99, 99, 99, 99, 99]",3258325.2713210545,13698997.285477346,3058,48167723800
480909952,VE,8.165752898721696,0.0,1350.0,residential,193068.088,Housing Units with a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,17.0,Owner-Occupied Housing Units,"[2, 6, 11, 17, 21]",0.2514,POINT (3366122.1942987666 13743778.84238864),0.0,"[2, 6, 11, 17, 21]",3366122.1942987666,13743778.84238864,3067,48167723900
480921515,AE,10.052263432626724,0.0,1018.0,residential,91679.9781,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,16.0,Owner-Occupied Housing Units,"[0, 1, 7, 12, 17]",0.5575,POINT (3299855.4344177614 13674111.30020462),0.0,"[0, 1, 7, 12, 17]",3299855.4344177614,13674111.30020462,1351,48167725400
480906244,AE,6.405147403268814,0.0,1617.0,residential,121259.047,Housing Units with a Mortgage,"Income Below $45,000",Non-Minority Population,16.0,Renter-Occupied Housing Units,"[0, 2, 8, 13, 18]",0.6439,POINT (3298828.2303679115 13669214.754183397),0.0,"[0, 2, 8, 13, 18]",3298828.2303679115,13669214.754183397,1353,48167725600
481154977,VE,1.345618702802658,0.0,1371.0,residential,180906.563,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[0, 0, 0, 0, 0]",0.1182,POINT (3222331.538243201 13615934.010353051),0.0,"[0, 0, 0, 0, 0]",3222331.538243201,13615934.010353051,2394,48167726102
480919569,AE,10.70452912735939,0.8,715.0,residential,73303.4187,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,16.0,Renter-Occupied Housing Units,"[0, 1, 7, 13, 17]",0.7247,POINT (3303716.0147676426 13674918.184711598),1.1,"[0, 1, 7, 13, 17]",3303716.0147676426,13674918.184711598,849,48167725000
480973164,AE,10.997613466558455,0.0,1494.0,residential,189726.036,Housing Units without a Mortgage,"Households with Income $125,000 - $149,999",Minority Population,13.0,Owner-Occupied Housing Units,"[0, 2, 8, 14, 20]",0.6086,POINT (3237174.613190296 13697855.98251741),1.6,"[0, 2, 8, 14, 20]",3237174.613190296,13697855.98251741,3030,48167723200
480915808,AE,8.385474243068694,0.5,1040.0,residential,92902.4179,Housing Units with a Mortgage,"Households with Income $60,000 - $74,999",Non-Minority Population,19.0,Renter-Occupied Housing Units,"[1, 5, 10, 16, 20]",0.3878,POINT (3312107.7591048116 13682368.358802576),0.9,"[1, 5, 10, 16, 20]",3312107.7591048116,13682368.358802576,843,48167724300
480909740,VE,10.097855511846545,0.0,1408.0,residential,197012.089,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,18.0,Renter-Occupied Housing Units,"[1, 5, 10, 16, 20]",0.2514,POINT (3375061.550415192 13747712.507652082),0.0,"[1, 5, 10, 16, 20]",3375061.550415192,13747712.507652082,3067,48167723900
480959586,AE,5.001252251815796,0.0,700.0,residential,126402.36,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,12.0,Owner-Occupied Housing Units,"[4, 8, 13, 19, 21]",0.0539,POINT (3251192.6161573036 13639315.37986748),0.0,"[4, 8, 13, 19, 21]",3251192.6161573036,13639315.37986748,2387,48167726101
480967492,AE,10.164026056222916,0.6,918.0,residential,86551.0199,Housing Units with a Mortgage,"Households with Income $125,000 - $149,999",Minority Population,20.0,Owner-Occupied Housing Units,"[0, 4, 10, 16, 21]",0.8599,POINT (3243547.0457385713 13694241.859761382),0.8,"[0, 4, 10, 16, 21]",3243547.0457385713,13694241.859761382,812,48167723700
480950781,AE,4.997292297434806,0.0,2244.0,residential,181484.395,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[99, 99, 99, 99, 99]",0.3246,POINT (3265331.7928156247 13721703.288317924),1.7,"[99, 99, 99, 99, 99]",3265331.7928156247,13721703.288317924,6883,48167722001
481089241,AE,8.884740598144532,0.8,2761.0,residential,182302.558,Housing Units without a Mortgage,"Income Below $45,000",Minority Population,16.0,Owner-Occupied Housing Units,"[0, 3, 8, 14, 18]",0.4452,POINT (3301350.60588648 13676019.32038644),1.1,"[0, 3, 8, 14, 18]",3301350.60588648,13676019.32038644,1350,48167725300
481004864,AE,7.047351489467621,4.1,1839.16,residential,267671.54,Housing Units with a Mortgage,"Households with Income $45,000 - $49,999",Minority Population,19.0,Owner-Occupied Housing Units,"[2, 6, 13, 21, 21]",0.1117,POINT (3230368.551917612 13767631.465013271),5.4,"[2, 6, 13, 21, 21]",3230368.551917612,13767631.465013271,2360,48167721503
481171383,AO,15.86738271751404,0.0,1140.0,residential,99986.8464,Housing Units with a Mortgage,"Households with Income $50,000 - $59,999",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[0, 0, 3, 8, 12]",0.7085,POINT (3310554.0408596294 13677274.869266028),0.0,"[0, 0, 3, 8, 12]",3310554.0408596294,13677274.869266028,1654,48167724101
481167847,AE,7.028349966144562,4.4,3295.0,residential,334395.715,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,23.0,Owner-Occupied Housing Units,"[3, 7, 13, 21, 21]",0.1117,POINT (3228763.814263156 13768398.971025292),5.7,"[3, 7, 13, 21, 21]",3228763.814263156,13768398.971025292,2360,48167721503
481001197,VE,3.111547745816708,0.0,1936.0,residential,228134.281,Housing Units with a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,21.0,Renter-Occupied Housing Units,"[2, 5, 10, 16, 20]",0.1182,POINT (3227143.6914181537 13619191.23031169),0.0,"[2, 5, 10, 16, 20]",3227143.6914181537,13619191.23031169,2394,48167726102
480923171,AE,4.996719326257706,0.0,2178.0,residential,240959.521,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,24.0,Owner-Occupied Housing Units,"[0, 2, 8, 14, 18]",0.1187,POINT (3293804.5114540593 13667960.991954336),0.0,"[0, 2, 8, 14, 18]",3293804.5114540593,13667960.991954336,3068,48167725700
481153027,AE,8.512074669065475,0.0,3046.0,residential,218979.625,Housing Units with a Mortgage,"Households with Income $125,000 - $149,999",Non-Minority Population,15.0,Owner-Occupied Housing Units,"[1, 5, 10, 16, 20]",0.3878,POINT (3311907.6488877907 13681952.545535374),0.0,"[1, 5, 10, 16, 20]",3311907.6488877907,13681952.545535374,843,48167724300
480907961,VE,4.262703746623993,0.6000000238418579,591.68,residential,76605.6347,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[8, 12, 17, 21, 21]",0.2514,POINT (3407923.348440381 13767226.936777689),0.8999999761581421,"[8, 12, 17, 21, 21]",3407923.348440381,13767226.936777689,3067,48167723900
480904059,AE,11.58099199043274,0.0,2562.0,residential,283914.817,Housing Units without a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[0, 3, 9, 17, 21]",0.051,POINT (3226949.7954778443 13764741.626750678),1.0,"[0, 3, 9, 17, 21]",3226949.7954778443,13764741.626750678,1286,48167721403
480912864,AE,4.163880885071754,0.0,1925.0,residential,160501.976,Housing Units without a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[3, 7, 12, 18, 21]",0.2514,POINT (3347874.452832214 13735880.632566998),0.0,"[3, 7, 12, 18, 21]",3347874.452832214,13735880.632566998,3067,48167723900
480921462,AE,11.606126065330503,0.3,1164.0,residential,99192.0814,Housing Units without a Mortgage,"Households with Income $125,000 - $149,999",Non-Minority Population,18.0,Renter-Occupied Housing Units,"[0, 2, 8, 13, 17]",0.4382,POINT (3307775.698226052 13676794.367211187),0.5,"[0, 2, 8, 13, 17]",3307775.698226052,13676794.367211187,848,48167724800
481098735,AE,7.30173974111557,3.6,1545.0,residential,193298.874,Housing Units with a Mortgage,"Households with Income $45,000 - $49,999",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[2, 6, 12, 20, 21]",0.1117,POINT (3230153.667686749 13767392.674167871),4.9,"[2, 6, 12, 20, 21]",3230153.667686749,13767392.674167871,2360,48167721503
481146177,AE,7.253975455808639,0.0,3720.0,residential,225923.397,Housing Units with a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,21.0,Renter-Occupied Housing Units,"[1, 5, 10, 16, 20]",0.3878,POINT (3310843.6901850426 13682919.247823527),0.5,"[1, 5, 10, 16, 20]",3310843.6901850426,13682919.247823527,843,48167724300
481079874,AE,30.213191781463625,0.0,6610.0,residential,544972.911,Housing Units with a Mortgage,"Households with Income $125,000 - $149,999",Non-Minority Population,21.0,Owner-Occupied Housing Units,"[0, 0, 0, 0, 6]",0.2117,POINT (3176640.6041507595 13770072.164799629),0.0,"[0, 0, 0, 0, 6]",3176640.6041507595,13770072.164799629,3062,48167720100
481137785,AE,7.322327592830658,0.5,2067.0,residential,144721.242,Housing Units with a Mortgage,"Income Below $45,000",Non-Minority Population,17.0,Renter-Occupied Housing Units,"[0, 4, 9, 15, 19]",0.8895,POINT (3299127.0311596147 13676664.434785768),0.8,"[0, 4, 9, 15, 19]",3299127.0311596147,13676664.434785768,854,48167725200
480971985,AE,10.125173526029586,0.6,1344.0,residential,107933.788,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[1, 6, 11, 17, 21]",0.3089,POINT (3240450.27134431 13691847.686695809),1.5,"[1, 6, 11, 17, 21]",3240450.27134431,13691847.686695809,3066,48167723600
480898050,AE,13.0800113082695,0.5,837.801,residential,36710.7229,Housing Units without a Mortgage,"Households with Income $75,000 - $99,999",Minority Population,22.0,Renter-Occupied Housing Units,"[0, 2, 7, 15, 21]",0.7791,POINT (3229408.629292097 13740229.581381064),0.9,"[0, 2, 7, 15, 21]",3229408.629292097,13740229.581381064,2385,48167721102
481089503,AE,7.548476383132934,1.2,2184.0,residential,158136.472,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Minority Population,1.0,Owner-Occupied Housing Units,"[0, 4, 9, 15, 20]",0.8895,POINT (3298881.906994291 13676198.024133507),1.6,"[0, 4, 9, 15, 20]",3298881.906994291,13676198.024133507,854,48167725200
481094210,VE,5.074519034442901,0.7,800.0,residential,136204.992,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[3, 6, 11, 17, 21]",0.0539,POINT (3262039.2106830175 13643872.096972376),0.8,"[3, 6, 11, 17, 21]",3262039.2106830175,13643872.096972376,2387,48167726101
481110400,VE,9.03037931148529,0.0,1488.0,residential,203490.081,Housing Units with a Mortgage,"Income Below $45,000",Non-Minority Population,21.0,Owner-Occupied Housing Units,"[4, 8, 13, 18, 21]",0.2514,POINT (3350892.886914739 13734229.553456008),0.0,"[4, 8, 13, 18, 21]",3350892.886914739,13734229.553456008,3067,48167723900
480998893,AE,9.578390847234726,1.3,953.0,residential,150060.547,Housing Units without a Mortgage,"Households with Income $50,000 - $59,999",Minority Population,21.0,Owner-Occupied Housing Units,"[0, 4, 10, 18, 21]",0.2449,POINT (3223686.5903757378 13766687.768623795),2.8,"[0, 4, 10, 18, 21]",3223686.5903757378,13766687.768623795,2367,48167721502
480957469,AE,4.996719326257706,0.0,1056.0,residential,158184.586,Housing Units with a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,18.0,Owner-Occupied Housing Units,"[2, 5, 10, 16, 20]",0.0539,POINT (3252659.014900913 13636302.561502846),0.0,"[2, 5, 10, 16, 20]",3252659.014900913,13636302.561502846,2387,48167726101
480935262,AE,13.329376186676026,0.0,720.0,residential,73656.8294,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,17.0,Renter-Occupied Housing Units,"[0, 3, 9, 16, 21]",0.5571,POINT (3267972.346265309 13749505.151685454),0.0,"[0, 3, 9, 16, 21]",3267972.346265309,13749505.151685454,3069,48167721800
481148544,AE,7.053617017288208,1.2,1104.0,residential,110662.133,Housing Units without a Mortgage,"Households with Income $100,000 - $124,999",Non-Minority Population,21.0,Owner-Occupied Housing Units,"[2, 6, 11, 17, 21]",0.4452,POINT (3298274.6918810606 13674636.974975644),1.7,"[2, 6, 11, 17, 21]",3298274.6918810606,13674636.974975644,1350,48167725300
481124188,AE,10.251689472999573,0.0,1350.0,residential,233825.94,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[0, 2, 7, 13, 18]",0.5575,POINT (3300548.665226543 13674879.751778148),0.5,"[0, 2, 7, 13, 18]",3300548.665226543,13674879.751778148,1351,48167725400
481130745,AE,7.971346320524216,0.0,1140.0,residential,98054.3275,Housing Units without a Mortgage,"Income Below $45,000",Minority Population,16.0,Owner-Occupied Housing Units,"[2, 6, 12, 19, 21]",0.5571,POINT (3265148.61041184 13744141.35384164),0.0,"[2, 6, 12, 19, 21]",3265148.61041184,13744141.35384164,3069,48167721800
480950079,VE,2.35162370020628,0.0,2496.0,residential,324440.998,Housing Units with a Mortgage,"Income Below $45,000",Non-Minority Population,21.0,Owner-Occupied Housing Units,"[0, 0, 0, 0, 0]",0.1493,POINT (3268540.4906059727 13679405.46751028),0.0,"[0, 0, 0, 0, 0]",3268540.4906059727,13679405.46751028,3058,48167723800
481006667,AE,11.91762839679718,0.7,1540.69,residential,63860.4557,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,17.0,Owner-Occupied Housing Units,"[0, 2, 7, 15, 21]",0.7791,POINT (3229289.335798356 13740701.668324882),1.2,"[0, 2, 7, 15, 21]",3229289.335798356,13740701.668324882,2385,48167721102
480918030,AE,8.785223522367477,0.4,693.0,residential,71793.6512,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,21.0,Renter-Occupied Housing Units,"[0, 4, 9, 15, 19]",0.3878,POINT (3313927.812729458 13683611.11472932),0.7,"[0, 4, 9, 15, 19]",3313927.812729458,13683611.11472932,843,48167724300
481012124,AE,11.59266339375496,2.4,2287.0,residential,247965.943,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[0, 2, 7, 15, 21]",0.7561,POINT (3218801.774812415 13730491.733675543),4.3,"[0, 2, 7, 15, 21]",3218801.774812415,13730491.733675543,4027,48167720900
481145599,AE,7.192038249330521,0.0,2805.36,residential,457324.606,Housing Units without a Mortgage,"Households with Income $60,000 - $74,999",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[2, 7, 12, 18, 21]",0.2514,POINT (3353987.626077337 13738839.602999218),0.0,"[2, 7, 12, 18, 21]",3353987.626077337,13738839.602999218,3067,48167723900
481015681,AE,9.265199717445372,1.5,1664.0,residential,267460.848,Housing Units without a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,21.0,Owner-Occupied Housing Units,"[1, 5, 11, 19, 21]",0.2449,POINT (3224441.3501077225 13767259.555945784),3.0,"[1, 5, 11, 19, 21]",3224441.3501077225,13767259.555945784,2367,48167721502
480912897,AE,2.6975797858738897,0.0,1610.0,residential,197811.954,Housing Units with a Mortgage,"Households with Income $50,000 - $59,999",Non-Minority Population,18.0,Owner-Occupied Housing Units,"[1, 6, 11, 17, 21]",0.2514,POINT (3347379.1433382328 13736211.031790216),0.0,"[1, 6, 11, 17, 21]",3347379.1433382328,13736211.031790216,3067,48167723900
480908496,VE,8.622523174467087,0.0,1200.0,residential,181599.285,Housing Units with a Mortgage,"Income Below $45,000",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[4, 8, 13, 18, 21]",0.2514,POINT (3387379.0344664142 13754007.691819629),0.0,"[4, 8, 13, 18, 21]",3387379.0344664142,13754007.691819629,3067,48167723900
480928915,AE,5.004612639770508,0.0,1050.0,residential,108731.826,Housing Units with a Mortgage,"Households with Income $50,000 - $59,999",Non-Minority Population,21.0,Renter-Occupied Housing Units,"[3, 7, 12, 18, 21]",0.3943,POINT (3283174.355376048 13666385.84557582),0.0,"[3, 7, 12, 18, 21]",3283174.355376048,13666385.84557582,1355,48167725900
480964912,AE,10.774703821163175,0.0,2169.13,residential,79506.336,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,16.0,Renter-Occupied Housing Units,"[1, 5, 10, 18, 21]",0.465,POINT (3251385.894320845 13748512.97271528),0.3,"[1, 5, 10, 18, 21]",3251385.894320845,13748512.97271528,2392,48167721703
480922588,AE,10.249946701965332,0.5,1008.0,residential,105942.719,Housing Units with a Mortgage,"Households with Income $45,000 - $49,999",Minority Population,18.0,Renter-Occupied Housing Units,"[0, 3, 9, 14, 19]",0.7247,POINT (3304034.463253864 13675724.392703552),0.7,"[0, 3, 9, 14, 19]",3304034.463253864,13675724.392703552,849,48167725000
481054093,AE,20.44470513303757,0.0,2554.0,residential,264543.106,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[0, 0, 0, 7, 12]",0.1615,POINT (3208780.962366068 13720035.091112591),0.0,"[0, 0, 0, 7, 12]",3208780.962366068,13720035.091112591,2388,48167723402
480945996,AE,7.158828605241776,0.0,1120.0,residential,163280.893,Housing Units without a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,24.0,Owner-Occupied Housing Units,"[2, 6, 10, 16, 20]",0.0539,POINT (3263770.772222575 13643763.580518482),0.0,"[2, 6, 10, 16, 20]",3263770.772222575,13643763.580518482,2387,48167726101
480978054,AE,11.68509831111908,0.0,1502.0,residential,115629.709,Housing Units with a Mortgage,"Households with Income $200,000 or more",Minority Population,21.0,Renter-Occupied Housing Units,"[0, 2, 7, 15, 21]",0.4627,POINT (3232197.8373913215 13738821.04199355),0.7,"[0, 2, 7, 15, 21]",3232197.8373913215,13738821.04199355,2359,48167721103
480977198,AE,9.227542409038543,1.4,1413.84,residential,53612.775,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,16.0,Owner-Occupied Housing Units,"[0, 4, 9, 17, 21]",0.4627,POINT (3232923.4971865024 13743606.8655539),2.2,"[0, 4, 9, 17, 21]",3232923.4971865024,13743606.8655539,2359,48167721103
480952120,VE,4.99999992846489,0.0,3346.0,residential,313180.755,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,20.0,Renter-Occupied Housing Units,"[1, 6, 11, 17, 21]",0.3089,POINT (3256133.485401545 13676444.406511502),0.0,"[1, 6, 11, 17, 21]",3256133.485401545,13676444.406511502,3066,48167723600
480985674,AE,11.56979460831642,0.0,1869.0,residential,236363.1,Housing Units with a Mortgage,"Households with Income $60,000 - $74,999",Minority Population,21.0,Owner-Occupied Housing Units,"[0, 2, 8, 16, 21]",0.051,POINT (3227152.137803005 13762526.255142683),0.7,"[0, 2, 8, 16, 21]",3227152.137803005,13762526.255142683,1286,48167721403
481022820,AE,4.977034148588181,0.0,1838.0,residential,222560.298,Housing Units with a Mortgage,"Households with Income $45,000 - $49,999",Minority Population,21.0,Owner-Occupied Housing Units,"[3, 6, 11, 17, 21]",0.1182,POINT (3216529.5763915516 13608284.559111984),0.0,"[3, 6, 11, 17, 21]",3216529.5763915516,13608284.559111984,2394,48167726102
481136742,AE,9.257134317026138,0.0,1346.0,residential,108024.96,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,22.0,Owner-Occupied Housing Units,"[0, 3, 9, 14, 18]",0.3878,POINT (3314834.741706164 13682938.186538126),0.0,"[0, 3, 9, 14, 18]",3314834.741706164,13682938.186538126,843,48167724300
480909003,VE,7.927522043161392,0.0,1380.0,residential,195062.353,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[2, 6, 11, 16, 21]",0.2514,POINT (3358527.153494476 13739691.874736564),0.0,"[2, 6, 11, 16, 21]",3358527.153494476,13739691.874736564,3067,48167723900
480951450,VE,5.240568428206444,0.0,1580.0,residential,195639.897,Housing Units without a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,18.0,Owner-Occupied Housing Units,"[5, 8, 13, 18, 21]",0.0539,POINT (3264254.221974326 13643570.274607765),0.0,"[5, 8, 13, 18, 21]",3264254.221974326,13643570.274607765,2387,48167726101
480910886,VE,10.133323405475616,0.0,2056.0,residential,249987.231,Housing Units without a Mortgage,"Households with Income $100,000 - $124,999",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[2, 6, 11, 16, 21]",0.2514,POINT (3374081.857238859 13747305.494833194),0.0,"[2, 6, 11, 16, 21]",3374081.857238859,13747305.494833194,3067,48167723900
480931614,VE,4.996719326257706,0.0,1320.0,residential,177650.225,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Minority Population,19.0,Owner-Occupied Housing Units,"[3, 7, 12, 18, 21]",0.0789,POINT (3275321.414171187 13658353.031810451),0.0,"[3, 7, 12, 18, 21]",3275321.414171187,13658353.031810451,3055,48167726000
480963139,AE,10.267804629573822,0.0,1056.0,residential,93771.2996,Housing Units without a Mortgage,"Households with Income $75,000 - $99,999",Minority Population,17.0,Owner-Occupied Housing Units,"[0, 6, 11, 17, 21]",0.8599,POINT (3245862.820436018 13694667.257458132),0.0,"[0, 6, 11, 17, 21]",3245862.820436018,13694667.257458132,812,48167723700
480993109,AE,13.831611823101044,1.0,1236.03,residential,48734.8147,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[0, 0, 5, 13, 19]",0.7791,POINT (3226262.5739842886 13741399.455339346),1.3,"[0, 0, 5, 13, 19]",3226262.5739842886,13741399.455339346,2385,48167721102
480938065,VE,4.94358084508419,0.0,2088.0,residential,276885.998,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[3, 7, 13, 19, 21]",0.1493,POINT (3266861.633722926 13679347.132994937),0.0,"[3, 7, 13, 19, 21]",3266861.633722926,13679347.132994937,3058,48167723800
480928975,AE,4.449953073940277,0.0,1536.0,residential,135760.645,Housing Units without a Mortgage,"Income Below $45,000",Minority Population,20.0,Owner-Occupied Housing Units,"[5, 9, 14, 20, 21]",0.3943,POINT (3283085.2294427454 13667298.379801426),1.1,"[5, 9, 14, 20, 21]",3283085.2294427454,13667298.379801426,1355,48167725900
480922457,AE,10.780395204486847,0.9,1224.0,residential,102085.818,Housing Units with a Mortgage,"Households with Income $45,000 - $49,999",Minority Population,12.0,Owner-Occupied Housing Units,"[0, 2, 8, 14, 18]",0.7247,POINT (3304757.872241175 13675421.31945474),1.1,"[0, 2, 8, 14, 18]",3304757.872241175,13675421.31945474,849,48167725000
